,Name,Country,City,Michelin_stars,Cuisine
1496,Les Fresques,MICHELIN Guide France,Évian-les-Bains,m,Modern Cuisine
1497,La Côte d'Or,MICHELIN Guide France,Saulieu,n,Modern Cuisine
1498,U Santa Marina,MICHELIN Guide France,Porto-Vecchio,m,Modern Cuisine
1499,Quinsou,MICHELIN Guide France,Paris,m,Creative
1500,L'Orchidée,MICHELIN Guide France,Altkirch,m,"Thai, Thai"
1501,L'Arbre au Soleil,MICHELIN Guide France,Le Lavandou,m,Modern Cuisine
1502,L'Aromate,MICHELIN Guide France,Nice,m,Modern Cuisine
1503,L'Auberge de Montmin,MICHELIN Guide France,Talloires-Montmin,m,Traditional Cuisine
1504,La Maison des Bois - Marc Veyrat,MICHELIN Guide France,Manigod,n,Creative
1505,Mirazur,MICHELIN Guide France,Menton,o,Creative
1506,René et Maxime Meilleur,MICHELIN Guide France,Saint-Martin-de-Belleville,o,"Creative, Creative"
1507,Le Moulin de l'Abbaye,MICHELIN Guide France,Brantôme,m,Modern Cuisine
1508,Les Hauts de Loire,MICHELIN Guide France,Onzain,n,"Classic Cuisine, Classic Cuisine"
1509,Les Plaisirs Gourmands,MICHELIN Guide France,Schiltigheim,m,Modern Cuisine
1510,Alléno Paris au Pavillon Ledoyen,MICHELIN Guide France,Paris,o,Creative
1511,L'Impertinent,MICHELIN Guide France,Biarritz,m,Creative
1512,Domaine d'Auriac,MICHELIN Guide France,Carcassonne,m,Classic Cuisine
1513,Le Violon d'Ingres,MICHELIN Guide France,Paris,m,"Traditional Cuisine, Traditional Cuisine"
1514,La Chapelle,MICHELIN Guide France,Montluçon,m,Modern Cuisine
1515,Thierry Schwartz - Le Restaurant,MICHELIN Guide France,Obernai,m,Creative
1516,Stéphane Tournié - Les Jardins de l'Opéra,MICHELIN Guide France,Toulouse,m,Modern Cuisine
1517,Alexandre,MICHELIN Guide France,Garons,n,Modern Cuisine
1518,La Table de Pavie,MICHELIN Guide France,Saint-Emilion,n,"Modern Cuisine, Modern Cuisine"
1519,Le Kintessence,MICHELIN Guide France,Courchevel,n,"Modern Cuisine, Modern Cuisine"
1520,Le Pavillon des Boulevards,MICHELIN Guide France,Bordeaux,m,Creative
1521,Les Trois Dômes,MICHELIN Guide France,Lyon,m,Modern Cuisine
1522,Castel Marie-Louise,MICHELIN Guide France,La Baule,m,Modern Cuisine
1523,L'Atelier du Peintre,MICHELIN Guide France,Colmar,m,"Creative, Creative"
1524,La Grange de Belle-Église,MICHELIN Guide France,Belle-Église,m,Classic Cuisine
1525,Le Parc Les Crayères,MICHELIN Guide France,Reims,n,Modern Cuisine
1526,La Marande,MICHELIN Guide France,Montbellet,m,Modern Cuisine
1527,L'Or Q'idée,MICHELIN Guide France,Pontoise,m,Modern Cuisine
1528,Maison Rostang,MICHELIN Guide France,Paris,n,Classic Cuisine
1529,L'Essentiel,MICHELIN Guide France,Périgueux,m,Modern Cuisine
1530,Apicius,MICHELIN Guide France,Paris,m,Modern Cuisine
1531,Côté Cuisine,MICHELIN Guide France,Carnac,m,Modern Cuisine
1532,La Table du Boisniard,MICHELIN Guide France,Chambretaud,m,Modern Cuisine
1533,L'Écrin,MICHELIN Guide France,Paris,m,French Contemporary
1534,Alain Llorca,MICHELIN Guide France,La Colle-sur-Loup,m,Provençal
1535,La Table de l'Ours,MICHELIN Guide France,Val-d'Isère,m,Modern Cuisine
1536,Saisons,MICHELIN Guide France,Marseille,m,Modern Cuisine
1537,La Bastide de Moustiers,MICHELIN Guide France,Moustiers-Sainte-Marie,m,Provençal
1538,La Vieille Fontaine,MICHELIN Guide France,Avignon,m,Modern Cuisine
1539,Baieta,MICHELIN Guide France,Paris,m,Mediterranean Cuisine
1540,Hostellerie Les Gorges de Pennafort,MICHELIN Guide France,Callas,m,Traditional Cuisine
1541,Le Prieuré,MICHELIN Guide France,Villeneuve-lès-Avignon,m,Modern Cuisine
1542,L'Amphitryon,MICHELIN Guide France,Lorient,m,Creative
1543,L'Opidom,MICHELIN Guide France,Fondettes,m,"Creative, Creative"
1544,Le Bon Accueil,MICHELIN Guide France,Malbuisson,m,Modern Cuisine
1545,Le Faham by Kelly Rangama,MICHELIN Guide France,Paris,m,Modern Cuisine
1546,La Gouesnière - Maison Tirel-Guérin,MICHELIN Guide France,La Gouesnière,m,Modern Cuisine
1547,Les Sources de Fontbelle,MICHELIN Guide France,Angoulême,m,Creative
1548,Pertinence,MICHELIN Guide France,Paris,m,Modern Cuisine
1549,Hedone,MICHELIN Guide France,Toulouse,m,Creative
1550,La Robe,MICHELIN Guide France,Montaigu,m,Modern Cuisine
1551,La Salle à Manger du Château de Mazan,MICHELIN Guide France,Mazan,m,Modern Cuisine
1552,Leclere,MICHELIN Guide France,Montpellier,m,Modern Cuisine
1553,La Scène,MICHELIN Guide France,Paris,n,Modern Cuisine
1554,Les Voiles d'Or,MICHELIN Guide France,Neuville-lès-Dieppe,m,"Modern Cuisine, Modern Cuisine"
1555,L'Orée de la Forêt,MICHELIN Guide France,Étouy,m,Modern Cuisine
1556,L'Étang du Moulin,MICHELIN Guide France,Bonnétage,m,Modern Cuisine
1557,Louis,MICHELIN Guide France,Paris,m,Modern Cuisine
1558,Le Pré - Xavier Beaudiment,MICHELIN Guide France,Clermont-Ferrand,n,Creative
1559,Chez Michèle,MICHELIN Guide France,Languimberg,m,Modern Cuisine
1560,Restaurant de Tourrel,MICHELIN Guide France,Saint-Rémy-de-Provence,m,Modern Cuisine
1561,La Renaissance,MICHELIN Guide France,Argentan,m,Modern Cuisine
1562,La Sommelière,MICHELIN Guide France,Lyon,m,Modern Cuisine
1563,Les Trois Rochers,MICHELIN Guide France,Combrit,m,Modern Cuisine
1564,Hostellerie de la Pointe St-Mathieu,MICHELIN Guide France,Plougonvelin,m,Modern Cuisine
1565,Le 1947,MICHELIN Guide France,Courchevel,o,"Creative, Creative"
1566,Le P'tit Polyte,MICHELIN Guide France,Les Deux-Alpes,m,Modern Cuisine
1567,Sola,MICHELIN Guide France,Paris,m,Modern Cuisine
1568,Elsa,MICHELIN Guide France,Roquebrune,m,Mediterranean Cuisine
1569,AM par Alexandre Mazzia,MICHELIN Guide France,Marseille,o,Creative
1570,Aux Terrasses,MICHELIN Guide France,Tournus,m,Modern Cuisine
1571,La Scène Thélème,MICHELIN Guide France,Paris,m,Modern Cuisine
1572,L'Arnsbourg,MICHELIN Guide France,Baerenthal,m,Modern Cuisine
1573,Les Pêcheurs,MICHELIN Guide France,Antibes,m,Mediterranean Cuisine
1574,Auberge St-Walfrid,MICHELIN Guide France,Sarreguemines,m,Traditional Cuisine
1575,Le Champ des Lunes,MICHELIN Guide France,Lauris,m,Modern Cuisine
1576,Le Foch,MICHELIN Guide France,Reims,m,Modern Cuisine
1577,Auberge du Cep,MICHELIN Guide France,Fleurie,m,Modern Cuisine
1578,Les Terraillers,MICHELIN Guide France,Biot,m,Creative
1579,Le Sérac,MICHELIN Guide France,Saint-Gervais-les-Bains,m,Modern Cuisine
1580,Les Bories,MICHELIN Guide France,Gordes,m,Modern Cuisine
1581,La Réserve Rimbaud,MICHELIN Guide France,Montpellier,m,Modern Cuisine
1582,Girardin - Gastronomique,MICHELIN Guide France,Colmar,m,"Modern Cuisine, Modern Cuisine"
1583,Pic,MICHELIN Guide France,Valence,o,Creative
1584,La Côte Saint-Jacques,MICHELIN Guide France,Joigny,n,Classic Cuisine
1585,Le Raisin,MICHELIN Guide France,Pont-de-Vaux,m,Modern Cuisine
1586,Alcyone,MICHELIN Guide France,Marseille,m,Mediterranean Cuisine
1587,Oxte,MICHELIN Guide France,Paris,m,Mexican
1588,Le Clarence,MICHELIN Guide France,Paris,n,Modern Cuisine
1589,La Mare aux Oiseaux,MICHELIN Guide France,Saint-Joachim,m,Creative
1590,Maison Chabran - La Grande Table,MICHELIN Guide France,Pont-de-l'Isère,m,Classic Cuisine
1591,Vieux Pont,MICHELIN Guide France,Belcastel,m,Modern Cuisine
1592,Accents Table Bourse,MICHELIN Guide France,Paris,m,Modern Cuisine
1593,La Villa Archange,MICHELIN Guide France,Le Cannet,n,Modern Cuisine
1594,Lasserre,MICHELIN Guide France,Paris,m,Classic Cuisine
1595,La Rotonde des Trésoms,MICHELIN Guide France,Annecy,m,Modern Cuisine
1596,La Flibuste,MICHELIN Guide France,Villeneuve-Loubet,m,Modern Cuisine
1597,Prairial,MICHELIN Guide France,Lyon,m,Modern Cuisine
1598,Troisgros - Le Bois sans Feuilles,MICHELIN Guide France,Ouches,o,Creative
1599,Sushi B,MICHELIN Guide France,Paris,m,Japanese
1600,La Table de La Butte,MICHELIN Guide France,Plouider,m,Modern Cuisine
1601,Le Moulin de la Gorce,MICHELIN Guide France,La Roche-l'Abeille,m,Classic Cuisine
1602,Auberge du Pont,MICHELIN Guide France,Pont-du-Château,m,Modern Cuisine
1603,Septime,MICHELIN Guide France,Paris,m,Modern Cuisine
1604,Le Chiberta,MICHELIN Guide France,Paris,m,Creative
1605,Les Berceaux,MICHELIN Guide France,Epernay,m,Classic Cuisine
1606,Pierre Gagnaire,MICHELIN Guide France,Paris,o,Creative
1607,Anne,MICHELIN Guide France,Paris,m,Contemporary
1608,L'Atlantide 1874 - Maison Guého,MICHELIN Guide France,Nantes,m,Modern Cuisine
1609,Jérôme Nutile,MICHELIN Guide France,Nîmes,m,Modern Cuisine
1610,Le Bénaton,MICHELIN Guide France,Beaune,m,Creative
1611,Le Jardin Secret,MICHELIN Guide France,La Wantzenau,m,Modern Cuisine
1612,La Ville Blanche,MICHELIN Guide France,Lannion,m,Modern Cuisine
1613,Qui Plume la Lune,MICHELIN Guide France,Paris,m,Modern Cuisine
1614,Maison Tiegezh,MICHELIN Guide France,Guer,m,Modern Cuisine
1615,MoSuke,MICHELIN Guide France,Paris,m,Modern Cuisine
1616,Les Loges,MICHELIN Guide France,Lyon,m,Modern Cuisine
1617,Le Mascaret,MICHELIN Guide France,Blainville-sur-Mer,m,"Creative, Creative"
1618,L'Odas,MICHELIN Guide France,Rouen,m,Creative
1619,Moulin de la Tardoire,MICHELIN Guide France,Montbron,m,Modern Cuisine
1620,Le Fanal,MICHELIN Guide France,Banyuls-sur-Mer,m,Modern Cuisine
1621,Les Fresques,MICHELIN Guide France,Monestier,m,Modern Cuisine
1622,Comice,MICHELIN Guide France,Paris,m,Modern Cuisine
1623,La Petite Maison de Cucuron,MICHELIN Guide France,Cucuron,m,Classic Cuisine
1624,Paul Bocuse,MICHELIN Guide France,Collonges-au-Mont-d'Or,n,Classic Cuisine
1625,Assa,MICHELIN Guide France,Blois,m,"Creative, Creative"
1626,Le Grand Restaurant - Jean-François Piège,MICHELIN Guide France,Paris,n,Modern Cuisine
1627,L'Or Bleu,MICHELIN Guide France,Théoule-sur-Mer,m,"Modern Cuisine, Modern Cuisine"
1628,Au 14 Février,MICHELIN Guide France,Lyon,m,Creative
1629,Likoké,MICHELIN Guide France,Les Vans,m,Creative
1630,Lulu Rouget,MICHELIN Guide France,Nantes,m,Modern Cuisine
1631,Auberge des Templiers,MICHELIN Guide France,Boismorand,m,"Modern Cuisine, Modern Cuisine"
1632,Les Ducs de Lorraine,MICHELIN Guide France,Epinal,m,Modern Cuisine
1633,Le Pré Catelan,MICHELIN Guide France,Paris,o,"Creative, Creative"
1634,Étude,MICHELIN Guide France,Paris,m,Modern Cuisine
1635,Le Refuge des Gourmets,MICHELIN Guide France,Machilly,m,Modern Cuisine
1636,Le Grand Cerf,MICHELIN Guide France,Montchenot,m,Classic Cuisine
1637,Le Rigmarole,MICHELIN Guide France,Paris,m,"Modern Cuisine, Modern Cuisine"
1638,Mickaël Féval,MICHELIN Guide France,Aix-en-Provence,m,Modern Cuisine
1639,L'Ambroisie,MICHELIN Guide France,Paris,o,Classic Cuisine
1640,Auberge La Fenière,MICHELIN Guide France,Cadenet,m,Creative
1641,Le Figuier de Saint-Esprit,MICHELIN Guide France,Antibes,m,Provençal
1642,Baumanière 1850,MICHELIN Guide France,Courchevel,m,Modern Cuisine
1643,Aux Pesked,MICHELIN Guide France,Saint-Brieuc,m,"Seafood, Seafood"
1644,Le Cerf,MICHELIN Guide France,Marlenheim,m,Modern Cuisine
1645,Grand Hôtel du Lion d'Or,MICHELIN Guide France,Romorantin-Lanthenay,m,Modern Cuisine
1646,Loiseau Rive Gauche,MICHELIN Guide France,Paris,m,"Creative, Creative"
1647,Allium,MICHELIN Guide France,Quimper,m,Creative
1648,Les Funambules,MICHELIN Guide France,Strasbourg,m,Modern Cuisine
1649,Jin,MICHELIN Guide France,Paris,m,Japanese
1650,Les Apothicaires,MICHELIN Guide France,Lyon,m,Creative
1651,Au 14 Février,MICHELIN Guide France,Saint-Valentin,m,Modern Cuisine
1652,Le Neuvième Art,MICHELIN Guide France,Lyon,n,Creative
1653,Le M,MICHELIN Guide France,Brest,m,Modern Cuisine
1654,L'Ostal,MICHELIN Guide France,Clermont-Ferrand,m,Modern Cuisine
1655,L'Almandin,MICHELIN Guide France,Saint-Cyprien,m,Modern Cuisine
1656,La Marine,MICHELIN Guide France,Barneville-Carteret,m,Modern Cuisine
1657,Pont de l'Ouysse,MICHELIN Guide France,Lacave,m,"Modern Cuisine, Modern Cuisine"
1658,Au Gourmet,MICHELIN Guide France,Drusenheim,m,Modern Cuisine
1659,1912 - Les Cures Marines,MICHELIN Guide France,Trouville-sur-Mer,m,Modern Cuisine
1660,Marcore,MICHELIN Guide France,Paris,m,Modern Cuisine
1661,Château de Courban,MICHELIN Guide France,Courban,m,Modern Cuisine
1662,Benoit,MICHELIN Guide France,Paris,m,Classic Cuisine
1663,Épicure,MICHELIN Guide France,Paris,o,Modern Cuisine
1664,Le Pressoir d'Argent - Gordon Ramsay,MICHELIN Guide France,Bordeaux,n,Modern Cuisine
1665,L'Arôme,MICHELIN Guide France,Paris,m,Modern Cuisine
1666,L'Esquisse,MICHELIN Guide France,Annecy,m,Modern Cuisine
1667,Le Pavé d'Auge,MICHELIN Guide France,Beuvron-en-Auge,m,Classic Cuisine
1668,La Marine,MICHELIN Guide France,L'Herbaudière,n,"Creative, Creative"
1669,La Magdeleine - Mathias Dandine,MICHELIN Guide France,Gémenos,m,Mediterranean Cuisine
1670,Shang Palace,MICHELIN Guide France,Paris,m,Chinese
1671,Val d'Auge,MICHELIN Guide France,Bondues,m,Modern Cuisine
1672,Christophe Bacquié,MICHELIN Guide France,Le Castellet,o,Modern Cuisine
1673,Hostellerie Jérôme,MICHELIN Guide France,La Turbie,n,Mediterranean Cuisine
1674,Les Morainières,MICHELIN Guide France,Jongieux,n,"Creative, Creative"
1675,Le Petit Hôtel du Grand Large,MICHELIN Guide France,St-Pierre-Quiberon,m,Seafood
1676,L'Atelier de Joël Robuchon - Étoile,MICHELIN Guide France,Paris,m,Creative
1677,Le Kaïku,MICHELIN Guide France,Saint-Jean-de-Luz,m,Modern Cuisine
1678,La Dune du Château de Sable,MICHELIN Guide France,Porspoder,m,Modern Cuisine
1679,Le Verbois,MICHELIN Guide France,Chantilly,m,Modern Cuisine
1680,Pavyllon,MICHELIN Guide France,Paris,m,Modern Cuisine
1681,Relais de la Poste,MICHELIN Guide France,Magescq,n,Classic Cuisine
1682,La Table des Blot - Auberge du Château,MICHELIN Guide France,Dampierre-en-Yvelines,m,Modern Cuisine
1683,Gaya par Pierre Gagnaire,MICHELIN Guide France,Paris,m,"Modern Cuisine, Modern Cuisine"
1684,L'Atelier de Joël Robuchon - St-Germain,MICHELIN Guide France,Paris,m,"Creative, Creative"
1685,Pilgrim,MICHELIN Guide France,Paris,m,Modern Cuisine
1686,Azimut,MICHELIN Guide France,Courchevel,m,"Modern Cuisine, Modern Cuisine"
1687,La Table de la Bergerie,MICHELIN Guide France,Le Champ-sur-Layon,m,Modern Cuisine
1688,Julien Binz,MICHELIN Guide France,Ammerschwihr,m,Modern Cuisine
1689,Le Royal,MICHELIN Guide France,Champillon,m,Modern Cuisine
1690,Agapé,MICHELIN Guide France,Paris,m,Modern Cuisine
1691,Le Taillevent,MICHELIN Guide France,Paris,n,Classic Cuisine
1692,L'Émulsion,MICHELIN Guide France,Saint-Alban-de-Roche,m,Modern Cuisine
1693,Le Saint-James,MICHELIN Guide France,Bouliac,m,Modern Cuisine
1694,Miraflores,MICHELIN Guide France,Lyon,m,Peruvian
1695,L'Abysse au Pavillon Ledoyen,MICHELIN Guide France,Paris,n,"Japanese, Japanese"
1696,Skab,MICHELIN Guide France,Nîmes,m,Modern Cuisine
1697,Ithurria,MICHELIN Guide France,Ainhoa,m,"Modern Cuisine, Modern Cuisine"
1698,Auberge St-Laurent,MICHELIN Guide France,Sierentz,m,Modern Cuisine
1699,L'Archeste,MICHELIN Guide France,Paris,m,Creative
1700,Anne de Bretagne,MICHELIN Guide France,La Plaine-sur-Mer,n,Modern Cuisine
1701,Maison Lameloise,MICHELIN Guide France,Chagny,o,Modern Cuisine
1702,Signature,MICHELIN Guide France,Marseille,m,Modern Cuisine
1703,"114, Faubourg",MICHELIN Guide France,Paris,m,Modern Cuisine
1704,Auberge de l'Abbaye,MICHELIN Guide France,Ambronay,m,Modern Cuisine
1705,Le Vivier,MICHELIN Guide France,L'Isle-sur-la-Sorgue,m,Modern Cuisine
1706,La Table de Nans,MICHELIN Guide France,La Ciotat,m,Mediterranean Cuisine
1707,Flocons de Sel,MICHELIN Guide France,Megève,o,Creative
1708,David Toutain,MICHELIN Guide France,Paris,n,"Creative, Creative"
1709,L'Oiseau Blanc,MICHELIN Guide France,Paris,m,Modern Cuisine
1710,Le Hittau,MICHELIN Guide France,Saint-Vincent-de-Tyrosse,m,Modern Cuisine
1711,La Tour des Vents,MICHELIN Guide France,Monbazillac,m,Modern Cuisine
1712,Le Prieuré,MICHELIN Guide France,Ambierle,m,Modern Cuisine
1713,Château de Beaulieu - Christophe Dufossé,MICHELIN Guide France,Busnes,n,Modern Cuisine
1714,Le Candille,MICHELIN Guide France,Mougins,m,Modern Cuisine
1715,La Table d'Hôtes - Le Quatrième Mur,MICHELIN Guide France,Bordeaux,m,Creative
1716,La Table d'Olivier,MICHELIN Guide France,Brive-la-Gaillarde,m,Modern Cuisine
1717,Pantagruel,MICHELIN Guide France,Paris,m,Modern Cuisine
1718,Ed.Em,MICHELIN Guide France,Chassagne-Montrachet,m,Modern Cuisine
1719,Le Puits St-Jacques,MICHELIN Guide France,Pujaudran,n,Creative
1720,Ochre,MICHELIN Guide France,Rueil-Malmaison,m,Modern Cuisine
1721,La Table de Patrick Raingeard,MICHELIN Guide France,Èze-Bord-de-Mer,m,Creative
1722,La Table de Xavier Mathieu,MICHELIN Guide France,Joucas,m,Creative
1723,Les Climats,MICHELIN Guide France,Paris,m,Modern Cuisine
1724,Auberge de la Charme,MICHELIN Guide France,Prenois,m,"Creative, Creative"
1725,JAN,MICHELIN Guide France,Nice,m,Creative
1726,Les Oliviers,MICHELIN Guide France,Bandol,m,Modern Cuisine
1727,Les Cèdres,MICHELIN Guide France,Granges-les-Beaumont,n,Classic Cuisine
1728,Le Village,MICHELIN Guide France,Marly-le-Roi,m,Modern Cuisine
1729,Le Cinq,MICHELIN Guide France,Paris,o,Modern Cuisine
1730,Le Pavillon,MICHELIN Guide France,Le Touquet-Paris-Plage,m,Creative
1731,Alan Geaam,MICHELIN Guide France,Paris,m,Creative
1732,Nicolas Carro - Hôtel de Carantec,MICHELIN Guide France,Carantec,m,Modern Cuisine
1733,Divellec,MICHELIN Guide France,Paris,m,Seafood
1734,Maison Decoret,MICHELIN Guide France,Vichy,m,Creative
1735,Château du Mont Joly,MICHELIN Guide France,Sampans,m,Modern Cuisine
1736,1741,MICHELIN Guide France,Strasbourg,m,Modern Cuisine
1737,Au Déjeuner de Sousceyrac,MICHELIN Guide France,Sousceyrac,m,Classic Cuisine
1738,La Table Breizh Café,MICHELIN Guide France,Cancale,m,Modern Cuisine
1739,Toya,MICHELIN Guide France,Faulquemont,m,Creative
1740,Fontevraud Le Restaurant,MICHELIN Guide France,Fontevraud-l'Abbaye,m,Creative
1741,Loiseau des Ducs,MICHELIN Guide France,Dijon,m,Modern Cuisine
1742,Rustique,MICHELIN Guide France,Lyon,m,Creative
1743,Ô Saveurs,MICHELIN Guide France,Rouffiac-Tolosan,m,Modern Cuisine
1744,Racines,MICHELIN Guide France,Rennes,m,Modern Cuisine
1745,Takao Takano,MICHELIN Guide France,Lyon,n,Creative
1746,Les Agitateurs,MICHELIN Guide France,Nice,m,Creative
1747,Hostellerie de l'Abbaye de la Celle,MICHELIN Guide France,La Celle,m,Mediterranean Cuisine
1748,Au Souper Fin,MICHELIN Guide France,Frichemesnil,m,Modern Cuisine
1749,Villa René Lalique,MICHELIN Guide France,Wingen-sur-Moder,n,Creative
1750,Clovis,MICHELIN Guide France,Tourrettes-sur-Loup,m,Modern Cuisine
1751,Le Meurice Alain Ducasse,MICHELIN Guide France,Paris,n,Creative
1752,Atmosphères,MICHELIN Guide France,Le Bourget-du-Lac,m,Creative
1753,Tentazioni,MICHELIN Guide France,Bordeaux,m,Italian
1754,Armani Ristorante,MICHELIN Guide France,Paris,m,Italian
1755,A Casa di Ma,MICHELIN Guide France,Lumio,m,Creative
1756,Ima,MICHELIN Guide France,Rennes,m,Creative
1757,Maison Kieny,MICHELIN Guide France,Riedisheim,m,Modern Cuisine
1758,Le Chabichou by Stéphane Buron,MICHELIN Guide France,Courchevel,n,Classic Cuisine
1759,Guy Savoy,MICHELIN Guide France,Paris,o,Creative
1760,JY'S,MICHELIN Guide France,Colmar,n,Creative
1761,Hostellerie la Montagne,MICHELIN Guide France,Colombey-les-Deux-Églises,m,Modern Cuisine
1762,La Grenouillère,MICHELIN Guide France,La Madelaine-sous-Montreuil,n,"Modern Cuisine, Modern Cuisine"
1763,Les Explorateurs,MICHELIN Guide France,Val-Thorens,m,Modern Cuisine
1764,Le Colombier,MICHELIN Guide France,Offranville,m,Modern Cuisine
1765,Le Passe Temps,MICHELIN Guide France,Lyon,m,Creative
1766,Hervé Busset,MICHELIN Guide France,Conques,m,Creative
1767,L'Écrin de Yohann Chapuis,MICHELIN Guide France,Tournus,m,Creative
1768,Château de Pray,MICHELIN Guide France,Amboise,m,Modern Cuisine
1769,En Pleine Nature,MICHELIN Guide France,Quint-Fonsegrives,m,Modern Cuisine
1770,Château de Sully,MICHELIN Guide France,Bayeux,m,Modern Cuisine
1771,Yam'Tcha,MICHELIN Guide France,Paris,m,Creative
1772,Casadelmar,MICHELIN Guide France,Porto-Vecchio,n,Modern Cuisine
1773,Il Cortile,MICHELIN Guide France,Mulhouse,m,"Mediterranean Cuisine, Mediterranean Cuisine"
1774,Le Cap,MICHELIN Guide France,Saint-Jean-Cap-Ferrat,m,Creative
1775,Oka,MICHELIN Guide France,Paris,m,Creative
1776,La Table de Philippe Girardon,MICHELIN Guide France,Chonas-l'Amballan,m,Modern Cuisine
1777,Guy Lassausaie,MICHELIN Guide France,Chasselay,m,Modern Cuisine
1778,Flaveurs,MICHELIN Guide France,Valence,m,Modern Cuisine
1779,La Pomme d'Api,MICHELIN Guide France,Saint-Pol-de-Léon,m,Creative
1780,Terre-Mer au Domaine de Kerdrain,MICHELIN Guide France,Auray,m,Modern Cuisine
1781,La Table Lionel Giraud,MICHELIN Guide France,Narbonne,n,Creative
1782,Helen,MICHELIN Guide France,Paris,m,Seafood
1783,L'O des Vignes,MICHELIN Guide France,Fuissé,m,Modern Cuisine
1784,Mon Plaisir,MICHELIN Guide France,Chamesol,m,Modern Cuisine
1785,Le Pot d'Étain,MICHELIN Guide France,Danjoutin,m,Modern Cuisine
1786,Le Relais des Moines,MICHELIN Guide France,Les Arcs,m,Modern Cuisine
1787,Les Terrasses de Lyon,MICHELIN Guide France,Lyon,m,Modern Cuisine
1788,Ivan Vautier,MICHELIN Guide France,Caen,m,Modern Cuisine
1789,Le Brittany,MICHELIN Guide France,Roscoff,m,"Modern Cuisine, Modern Cuisine"
1790,La Dame de Pic,MICHELIN Guide France,Paris,m,Creative
1791,La Fourchette des Ducs,MICHELIN Guide France,Obernai,n,Creative
1792,Le France,MICHELIN Guide France,Villers-le-Lac,m,Modern Cuisine
1793,Le Manoir du Lys,MICHELIN Guide France,Bagnoles-de-l'Orne,m,Modern Cuisine
1794,La Bastide Saint-Antoine,MICHELIN Guide France,Grasse,m,Provençal
1795,Moulin d'Alotz,MICHELIN Guide France,Arcangues,m,"Creative, Creative"
1796,Les Rosiers,MICHELIN Guide France,Biarritz,m,Modern Cuisine
1797,Le Sergent Recruteur,MICHELIN Guide France,Paris,m,Modern Cuisine
1798,Auberge de la Brie,MICHELIN Guide France,Couilly-Pont-aux-Dames,m,Modern Cuisine
1799,Automne,MICHELIN Guide France,Paris,m,Modern Cuisine
1800,L'Orangerie,MICHELIN Guide France,Paris,m,Modern Cuisine
1801,Le Belvédère,MICHELIN Guide France,Bozouls,m,Modern Cuisine
1802,La Gourmandière - La Table d'Olivier,MICHELIN Guide France,Vannes,m,Modern Cuisine
1803,Le Manoir de la Régate,MICHELIN Guide France,Nantes,m,Modern Cuisine
1804,Le Haut-Allier,MICHELIN Guide France,Alleyras,m,Modern Cuisine
1805,Michel Trama,MICHELIN Guide France,Puymirol,m,Creative
1806,Sur Mesure par Thierry Marx,MICHELIN Guide France,Paris,n,Creative
1807,La Huchette,MICHELIN Guide France,Replonges,m,Modern Cuisine
1808,Py-r,MICHELIN Guide France,Toulouse,n,Modern Cuisine
1809,Maximin Hellio,MICHELIN Guide France,Deauville,m,Modern Cuisine
1810,Le Millénaire,MICHELIN Guide France,Reims,m,"Modern Cuisine, Modern Cuisine"
1811,L'Atelier Alexandre Bousquet,MICHELIN Guide France,Biarritz,m,"Modern Cuisine, Modern Cuisine"
1812,Le Sénéchal,MICHELIN Guide France,Sauveterre-de-Rouergue,m,Modern Cuisine
1813,Ursus,MICHELIN Guide France,Tignes,m,Creative
1814,La Table d'Hôtes - La Rôtisserie du Chambertin,MICHELIN Guide France,Gevrey-Chambertin,m,Modern Cuisine
1815,L'Ours,MICHELIN Guide France,Vincennes,m,"Modern Cuisine, Modern Cuisine"
1816,Logis de la Cadène,MICHELIN Guide France,Saint-Emilion,m,Modern Cuisine
1817,Le Grand Cap,MICHELIN Guide France,Leucate,m,Modern Cuisine
1818,Jérémy Galvan,MICHELIN Guide France,Lyon,m,Creative
1819,Marsan par Hélène Darroze,MICHELIN Guide France,Paris,n,Modern Cuisine
1820,Gordon Ramsay au Trianon,MICHELIN Guide France,Versailles,m,Creative
1821,SEPT,MICHELIN Guide France,Toulouse,m,Modern Cuisine
1822,Nakatani,MICHELIN Guide France,Paris,m,Modern Cuisine
1823,Le Gabriel,MICHELIN Guide France,Paris,n,Modern Cuisine
1824,Auberge du Vieux Puits,MICHELIN Guide France,Fontjoncouse,o,Creative
1825,ONA,MICHELIN Guide France,Arès,m,Vegan
1826,La Palme d'Or,MICHELIN Guide France,Cannes,n,Creative
1827,Maison Hache,MICHELIN Guide France,Eygalières,m,Provençal
1828,En Marge,MICHELIN Guide France,Aureville,m,Creative
1829,Le Clair de la Plume,MICHELIN Guide France,Grignan,m,Modern Cuisine
1830,Jérôme Feck,MICHELIN Guide France,Châlons-en-Champagne,m,Modern Cuisine
1831,Au Crocodile,MICHELIN Guide France,Strasbourg,m,Classic Cuisine
1832,L'Auberge de St-Rémy-de-Provence - Fanny Rey & Jonathan Wahid,MICHELIN Guide France,Saint-Rémy-de-Provence,m,Modern Cuisine
1833,La Liégeoise,MICHELIN Guide France,Wimereux,m,Modern Cuisine
1834,Auberge de l'Île Barbe,MICHELIN Guide France,Lyon,m,Classic Cuisine
1835,Lucas Carton,MICHELIN Guide France,Paris,m,Modern Cuisine
1836,Jean-Luc Tartarin,MICHELIN Guide France,Le Havre,n,"Modern Cuisine, Modern Cuisine"
