,Name,Country,City,Michelin_stars,Cuisine
0,Shoroku,MICHELIN Guide Japan,Osaka,m,Japanese
1,Point,MICHELIN Guide Japan,Osaka,m,French
2,Oryori Yamada,MICHELIN Guide Japan,Osaka,m,Japanese
3,Yoshiko,MICHELIN Guide Japan,Osaka,m,Fugu / Pufferfish
4,Kyomachiryori Mitsuya,MICHELIN Guide Japan,Osaka,m,Japanese
5,Ñ,MICHELIN Guide Japan,Osaka,m,Spanish
6,Nishishinsaibashi Yuno,MICHELIN Guide Japan,Osaka,m,Japanese
7,Enomoto,MICHELIN Guide Japan,Osaka,m,Japanese
8,il Centrino,MICHELIN Guide Japan,Osaka,m,Italian
9,HATSU,MICHELIN Guide Japan,Osaka,m,Innovative
10,Miyamoto,MICHELIN Guide Japan,Osaka,n,Japanese
11,Kitashinchi Fukutatei,MICHELIN Guide Japan,Osaka,m,Steakhouse
12,IDÉAL bistro,MICHELIN Guide Japan,Osaka,m,French
13,Shinchi Yamamoto,MICHELIN Guide Japan,Osaka,m,Japanese
14,Ono,MICHELIN Guide Japan,Osaka,m,Japanese
15,Choraku,MICHELIN Guide Japan,Osaka,m,Oden
16,Sui,MICHELIN Guide Japan,Osaka,m,Japanese
17,Hiraishi,MICHELIN Guide Japan,Osaka,m,Tempura
18,Sosakuwasho Nakashima,MICHELIN Guide Japan,Osaka,m,Japanese
19,Kashiwaya,MICHELIN Guide Japan,Osaka,o,Japanese
20,Konoha,MICHELIN Guide Japan,Osaka,m,Japanese
21,Oimatsu Kitagawa,MICHELIN Guide Japan,Osaka,m,Japanese
22,Ichiju Nisai Ueno Minoten,MICHELIN Guide Japan,Osaka,m,Japanese
23,LE PONT DE CIEL,MICHELIN Guide Japan,Osaka,m,French
24,agnel d'or,MICHELIN Guide Japan,Osaka,m,French
25,Oimatsu Hisano,MICHELIN Guide Japan,Osaka,m,Japanese
26,Torisho Ishii,MICHELIN Guide Japan,Osaka,m,Yakitori
27,Utsubohommachi Gaku,MICHELIN Guide Japan,Osaka,m,Japanese
28,Iwaki,MICHELIN Guide Japan,Osaka,m,Japanese
29,Iroha,MICHELIN Guide Japan,Osaka,m,Japanese
30,Shintaro,MICHELIN Guide Japan,Osaka,m,Tempura
31,Différence,MICHELIN Guide Japan,Osaka,m,French
32,Rakushin,MICHELIN Guide Japan,Osaka,m,Japanese
33,a canto,MICHELIN Guide Japan,Osaka,m,Italian
34,Pierre,MICHELIN Guide Japan,Osaka,m,French
35,Higashichaya Nakamura,MICHELIN Guide Japan,Osaka,m,Japanese
36,Man-u,MICHELIN Guide Japan,Osaka,m,Oden
37,Shunsaiten Tsuchiya,MICHELIN Guide Japan,Osaka,n,Tempura
38,Kaishoku Shimizu,MICHELIN Guide Japan,Osaka,m,Japanese
39,Sushi Murakami Jiro,MICHELIN Guide Japan,Osaka,m,Sushi
40,Sushidokoro Amano,MICHELIN Guide Japan,Osaka,m,Sushi
41,Ayamuya,MICHELIN Guide Japan,Osaka,m,Yakitori
42,Nishino,MICHELIN Guide Japan,Osaka,m,Japanese
43,La Lucciola,MICHELIN Guide Japan,Osaka,m,Italian
44,Zeshin,MICHELIN Guide Japan,Osaka,m,Japanese
45,La casa TOM Curiosa,MICHELIN Guide Japan,Osaka,m,Italian
46,P greco,MICHELIN Guide Japan,Osaka,m,Italian
47,Temmabashi Fujikawa,MICHELIN Guide Japan,Osaka,m,Japanese
48,TEMPURA HANAGATAMI,MICHELIN Guide Japan,Osaka,m,Tempura
49,Honkogetsu,MICHELIN Guide Japan,Osaka,n,Japanese
50,Ajikitcho Horieten,MICHELIN Guide Japan,Osaka,m,Japanese
51,capi,MICHELIN Guide Japan,Osaka,m,Innovative
52,Sushi Minazuki,MICHELIN Guide Japan,Osaka,m,Sushi
53,La Bécasse,MICHELIN Guide Japan,Osaka,m,French
54,Oryori Horikawa,MICHELIN Guide Japan,Osaka,m,Japanese
55,Teruya,MICHELIN Guide Japan,Osaka,m,Japanese
56,HAJIME,MICHELIN Guide Japan,Osaka,o,Innovative
57,Yakitori Ichimatsu,MICHELIN Guide Japan,Osaka,m,Yakitori
58,Terada,MICHELIN Guide Japan,Osaka,m,Japanese
59,KAHALA,MICHELIN Guide Japan,Osaka,n,Innovative
60,Sushi Harasho,MICHELIN Guide Japan,Osaka,n,Sushi
61,La Baie,MICHELIN Guide Japan,Osaka,m,French
62,Sushi Yuden,MICHELIN Guide Japan,Osaka,m,Sushi
63,Kawahara,MICHELIN Guide Japan,Osaka,m,Japanese
64,Ayamedo,MICHELIN Guide Japan,Osaka,m,Soba
65,Chugokusai S.Sawada,MICHELIN Guide Japan,Osaka,m,Chinese
66,Kagaman,MICHELIN Guide Japan,Osaka,m,Japanese
67,Tenjimbashi Aoki,MICHELIN Guide Japan,Osaka,n,Japanese
68,Taian,MICHELIN Guide Japan,Osaka,o,Japanese
69,Ajikitcho Bumbuan,MICHELIN Guide Japan,Osaka,m,Japanese
70,Sumibi Kappo Ishii,MICHELIN Guide Japan,Osaka,m,Japanese
71,Nishitemma Nakamura,MICHELIN Guide Japan,Osaka,m,Japanese
72,La Cime,MICHELIN Guide Japan,Osaka,n,French
73,Sushiyoshi,MICHELIN Guide Japan,Osaka,n,Sushi
74,Masuda,MICHELIN Guide Japan,Osaka,m,Japanese
75,Yoshino,MICHELIN Guide Japan,Osaka,m,Japanese
76,YUNiCO,MICHELIN Guide Japan,Osaka,m,"Italian, Italian"
77,Fujiya 1935,MICHELIN Guide Japan,Osaka,n,Innovative
78,Yonemasu,MICHELIN Guide Japan,Osaka,m,Japanese
79,Sushidokoro Hirokawa,MICHELIN Guide Japan,Osaka,m,Sushi
80,Naniwaryori Yu,MICHELIN Guide Japan,Osaka,m,Japanese
81,Numata,MICHELIN Guide Japan,Osaka,n,Tempura
82,LIAISON,MICHELIN Guide Japan,Osaka,m,French
83,ad hoc,MICHELIN Guide Japan,Osaka,m,French
84,Kappo Hashimoto,MICHELIN Guide Japan,Osaka,m,Japanese
85,Yunagibashi Takoyasu,MICHELIN Guide Japan,Osaka,m,Fugu / Pufferfish
86,Yugen,MICHELIN Guide Japan,Osaka,m,Japanese
87,Sushiroku,MICHELIN Guide Japan,Osaka,m,Sushi
88,Alarde,MICHELIN Guide Japan,Osaka,m,Spanish
89,Sushi Ohata,MICHELIN Guide Japan,Osaka,m,Sushi
90,Shunsenwaraku Sanai,MICHELIN Guide Japan,Osaka,m,Japanese
91,Maison Tateru Yoshino,MICHELIN Guide Japan,Osaka,m,French
92,Unkaku,MICHELIN Guide Japan,Osaka,m,Japanese
93,Chi-Fu,MICHELIN Guide Japan,Osaka,m,Chinese
94,Sushi Hoshiyama,MICHELIN Guide Japan,Osaka,m,Sushi
95,Koryu,MICHELIN Guide Japan,Osaka,n,Japanese
96,Kamigamo Akiyama,MICHELIN Guide Japan,Kyoto,m,Japanese
97,Kyoryori Fujimoto,MICHELIN Guide Japan,Kyoto,m,Japanese
98,Kyoboshi,MICHELIN Guide Japan,Kyoto,m,Tempura
99,Gion Matayoshi,MICHELIN Guide Japan,Kyoto,n,Japanese
100,Muromachi Wakuden,MICHELIN Guide Japan,Kyoto,m,Japanese
101,MOTOÏ,MICHELIN Guide Japan,Kyoto,m,French
102,Vena,MICHELIN Guide Japan,Kyoto,m,Italian
103,Shun-ai Sasaki,MICHELIN Guide Japan,Kyoto,m,Japanese
104,Uozuya,MICHELIN Guide Japan,Kyoto,m,Japanese
105,Kyo Seika,MICHELIN Guide Japan,Kyoto,m,Chinese
106,Godan Miyazawa,MICHELIN Guide Japan,Kyoto,m,Japanese
107,Nijojo Furuta,MICHELIN Guide Japan,Kyoto,m,Japanese
108,Hiramatsu Kodaiji,MICHELIN Guide Japan,Kyoto,m,French
109,Akai,MICHELIN Guide Japan,Kyoto,m,Japanese
110,Gion Mamma,MICHELIN Guide Japan,Kyoto,m,Japanese
111,Isshisoden Nakamura,MICHELIN Guide Japan,Kyoto,o,Japanese
112,Kentan Horibe,MICHELIN Guide Japan,Kyoto,m,Japanese
113,Kappo Chihiro,MICHELIN Guide Japan,Kyoto,n,Japanese
114,Ayanokoji Karatsu,MICHELIN Guide Japan,Kyoto,m,Japanese
115,Sushi Kappo Nakaichi,MICHELIN Guide Japan,Kyoto,m,Japanese
116,Nishijin Fujiyoshi,MICHELIN Guide Japan,Kyoto,m,Japanese
117,Kyokaiseki Kichisen,MICHELIN Guide Japan,Kyoto,n,Japanese
118,Kikunoi Honten,MICHELIN Guide Japan,Kyoto,o,Japanese
119,Droit,MICHELIN Guide Japan,Kyoto,m,French
120,Oryori Hiwatashi,MICHELIN Guide Japan,Kyoto,m,Japanese
121,Gion Maruyama,MICHELIN Guide Japan,Kyoto,n,Japanese
122,Gion Okada,MICHELIN Guide Japan,Kyoto,m,Japanese
123,Iwasaki,MICHELIN Guide Japan,Kyoto,m,Japanese
124,Yusokuryori Mankamero,MICHELIN Guide Japan,Kyoto,n,Japanese
125,Tozentei,MICHELIN Guide Japan,Kyoto,m,Japanese
126,Sushi Rakumi,MICHELIN Guide Japan,Kyoto,m,Sushi
127,Oshikoji Okada,MICHELIN Guide Japan,Kyoto,m,Japanese
128,CAINOYA,MICHELIN Guide Japan,Kyoto,m,Innovative
129,naruya,MICHELIN Guide Japan,Kyoto,m,Japanese
130,Reine des prés,MICHELIN Guide Japan,Kyoto,m,French
131,La Biographie···,MICHELIN Guide Japan,Kyoto,m,French
132,MUNI LA TERRASSE,MICHELIN Guide Japan,Kyoto,m,"French, French"
133,Kenninji Gion Maruyama,MICHELIN Guide Japan,Kyoto,n,Japanese
134,Kodaiji Wakuden,MICHELIN Guide Japan,Kyoto,n,Japanese
135,Gion Nishimura,MICHELIN Guide Japan,Kyoto,m,Japanese
136,Kako Okamoto,MICHELIN Guide Japan,Kyoto,m,Japanese
137,Kodaiji Jugyuan,MICHELIN Guide Japan,Kyoto,m,Japanese
138,Gion Fukushi,MICHELIN Guide Japan,Kyoto,m,Japanese
139,Gion Sasaki,MICHELIN Guide Japan,Kyoto,o,Japanese
140,NAKATSUKA,MICHELIN Guide Japan,Kyoto,m,French
141,Kokyu,MICHELIN Guide Japan,Kyoto,m,Japanese
142,Gion Nishikawa,MICHELIN Guide Japan,Kyoto,n,Japanese
143,Kappo Hassun,MICHELIN Guide Japan,Kyoto,m,Japanese
144,Shuhaku,MICHELIN Guide Japan,Kyoto,m,Japanese
145,Shimogamo Saryo,MICHELIN Guide Japan,Kyoto,m,Japanese
146,Kanamean Nishitomiya,MICHELIN Guide Japan,Kyoto,m,Japanese
147,TAKAYAMA,MICHELIN Guide Japan,Kyoto,m,Italian
148,Mizai,MICHELIN Guide Japan,Kyoto,o,Japanese
149,Sokkon Fujimoto,MICHELIN Guide Japan,Kyoto,m,Japanese
150,Ogata,MICHELIN Guide Japan,Kyoto,n,Japanese
151,Kikunoi Roan,MICHELIN Guide Japan,Kyoto,n,Japanese
152,Ryoriya Maekawa,MICHELIN Guide Japan,Kyoto,m,Japanese
153,Okina,MICHELIN Guide Japan,Kyoto,m,Japanese
154,Sanso Kyoyamato,MICHELIN Guide Japan,Kyoto,m,Japanese
155,Mirei,MICHELIN Guide Japan,Kyoto,m,Japanese
156,Sumibi Kappo Ifuki,MICHELIN Guide Japan,Kyoto,n,Japanese
157,Shimmonzen Yonemura,MICHELIN Guide Japan,Kyoto,n,Innovative
158,Aoike,MICHELIN Guide Japan,Kyoto,m,French
159,cenci,MICHELIN Guide Japan,Kyoto,m,Italian
160,Tominokoji Yamagishi,MICHELIN Guide Japan,Kyoto,m,Japanese
161,Gokomachi Tagawa,MICHELIN Guide Japan,Kyoto,m,Japanese
162,Oryori Mashita,MICHELIN Guide Japan,Kyoto,m,Japanese
163,MUNI ALAIN DUCASSE,MICHELIN Guide Japan,Kyoto,m,French
164,Miyamaso,MICHELIN Guide Japan,Kyoto,n,Japanese
165,Torisaki,MICHELIN Guide Japan,Kyoto,m,Yakitori
166,Sojiki Nakahigashi,MICHELIN Guide Japan,Kyoto,n,Japanese
167,Honke Tankuma Honten,MICHELIN Guide Japan,Kyoto,m,Japanese
168,Tempura Mizuki,MICHELIN Guide Japan,Kyoto,m,Tempura
169,Jiki Miyazawa,MICHELIN Guide Japan,Kyoto,m,Japanese
170,Gion Kajisho,MICHELIN Guide Japan,Kyoto,m,Japanese
171,Nakazen,MICHELIN Guide Japan,Kyoto,m,Japanese
172,Gion Kida,MICHELIN Guide Japan,Kyoto,m,Japanese
173,Otagi,MICHELIN Guide Japan,Kyoto,n,Japanese
174,Gion Iwasaki,MICHELIN Guide Japan,Kyoto,m,Japanese
175,VELROSIER,MICHELIN Guide Japan,Kyoto,m,Chinese
176,Ogawa,MICHELIN Guide Japan,Kyoto,m,Japanese
177,Funaokayama Shimizu,MICHELIN Guide Japan,Kyoto,m,Japanese
178,Ichijoji Norihide,MICHELIN Guide Japan,Kyoto,m,Japanese
179,Sushi Hayashi,MICHELIN Guide Japan,Kyoto,m,Sushi
180,Kiyama,MICHELIN Guide Japan,Kyoto,m,Japanese
181,KOKE,MICHELIN Guide Japan,Kyoto,m,Innovative
182,Noguchi Tsunagu,MICHELIN Guide Japan,Kyoto,m,Japanese
183,Kyotenjin Noguchi,MICHELIN Guide Japan,Kyoto,n,Japanese
184,Kinobu,MICHELIN Guide Japan,Kyoto,m,Japanese
185,HANA-Kitcho,MICHELIN Guide Japan,Kyoto,m,Japanese
186,LURRA˚,MICHELIN Guide Japan,Kyoto,m,Innovative
187,Hyotei,MICHELIN Guide Japan,Kyoto,o,Japanese
188,SEN,MICHELIN Guide Japan,Kyoto,m,Japanese
189,Gion Sushi Tadayasu,MICHELIN Guide Japan,Kyoto,m,Sushi
190,Yuyu,MICHELIN Guide Japan,Kyoto,m,Japanese
191,Wagokoro Izumi,MICHELIN Guide Japan,Kyoto,n,Japanese
192,Bini,MICHELIN Guide Japan,Kyoto,m,Italian
193,Aji Fukushima,MICHELIN Guide Japan,Kyoto,m,Japanese
194,Higashiyama Yoshihisa,MICHELIN Guide Japan,Kyoto,m,Japanese
195,muroi,MICHELIN Guide Japan,Kyoto,m,Japanese
196,Gion Owatari,MICHELIN Guide Japan,Kyoto,n,Japanese
197,Mokube,MICHELIN Guide Japan,Kyoto,m,Japanese
198,Kamanza Nagashima,MICHELIN Guide Japan,Kyoto,m,Japanese
199,Nikunotakumi Miyoshi,MICHELIN Guide Japan,Kyoto,m,Beef Specialities
200,Oryori Mitsuyasu,MICHELIN Guide Japan,Kyoto,n,Japanese
201,Ten-you,MICHELIN Guide Japan,Kyoto,m,Tempura
202,Maeda,MICHELIN Guide Japan,Kyoto,o,Japanese
203,Sushi Matsumoto,MICHELIN Guide Japan,Kyoto,m,Sushi
204,Selfie,MICHELIN Guide Russia,Moscow,m,"Modern Cuisine, Modern Cuisine"
205,Twins Garden,MICHELIN Guide Russia,Moscow,n,"Creative, Creative"
206,ARTEST - Chef's Table,MICHELIN Guide Russia,Moscow,n,"Creative, Creative"
207,Savva,MICHELIN Guide Russia,Moscow,m,"Russian, Russian"
208,Sakhalin,MICHELIN Guide Russia,Moscow,m,"Seafood, Seafood"
209,Biologie,MICHELIN Guide Russia,Moscow,m,Modern Cuisine
210,White Rabbit,MICHELIN Guide Russia,Moscow,m,"Creative, Creative"
211,Grand Cru,MICHELIN Guide Russia,Moscow,m,Modern Cuisine
212,Beluga,MICHELIN Guide Russia,Moscow,m,"Russian, Russian"
213,Selby's,MICHELIN Guide California,Atherton,m,"American, American"
214,Plumed Horse,MICHELIN Guide California,Saratoga,m,"Contemporary, Contemporary"
215,Rasa,MICHELIN Guide California,Burlingame,m,"Indian, Indian"
216,The Village Pub,MICHELIN Guide California,Woodside,m,"Contemporary, Contemporary"
217,Pasta | Bar,MICHELIN Guide California,Encino,m,"Contemporary, Contemporary"
218,Shin Sushi,MICHELIN Guide California,Encino,m,"Japanese, Japanese"
219,Adega,MICHELIN Guide California,San Jose,m,"Portuguese, Portuguese"
220,Kenzo,MICHELIN Guide California,Napa,m,Japanese
221,La Toque,MICHELIN Guide California,Napa,m,Contemporary
222,Auberge du Soleil,MICHELIN Guide California,Rutherford,m,Californian
223,The French Laundry,MICHELIN Guide California,Yountville,o,"Contemporary, Contemporary"
224,Sushi Shin,MICHELIN Guide California,Redwood City,m,"Japanese, Japanese"
225,Chez TJ,MICHELIN Guide California,Mountain View,m,"Contemporary, Contemporary"
226,Barndiva,MICHELIN Guide California,Healdsburg,m,Californian
227,SingleThread,MICHELIN Guide California,Healdsburg,o,"Contemporary, Contemporary"
228,Bell's,MICHELIN Guide California,Los Alamos,m,"French, French"
229,Harbor House,MICHELIN Guide California,Elk,n,"Californian, Californian"
230,Vespertine,MICHELIN Guide California,Culver City,n,Contemporary
231,Kali,MICHELIN Guide California,Hollywood,m,Californian
232,Providence,MICHELIN Guide California,Hollywood,n,Seafood
233,Six Test Kitchen,MICHELIN Guide California,Paso Robles,m,Contemporary
234,Madcap,MICHELIN Guide California,San Anselmo,m,"Contemporary, Contemporary"
235,Sushi I-NABA,MICHELIN Guide California,Manhattan Beach,m,"Japanese, Japanese"
236,Bistro Na’s,MICHELIN Guide California,Temple City,m,"Chinese, Chinese"
237,Sushi Ginza Onodera,MICHELIN Guide California,West Hollywood,n,"Japanese, Japanese"
238,Jeune et Jolie,MICHELIN Guide California,Carlsbad,m,"French, French"
239,Manresa,MICHELIN Guide California,Los Gatos,o,"Contemporary, Contemporary"
240,Sushi Yoshizumi,MICHELIN Guide California,San Mateo,m,"Japanese, Japanese"
241,Wakuriya,MICHELIN Guide California,San Mateo,m,"Japanese, Japanese"
242,Soichi,MICHELIN Guide California,San Diego,m,"Japanese, Japanese"
243,Sushi Tadokoro,MICHELIN Guide California,San Diego,m,"Japanese, Japanese"
244,Addison,MICHELIN Guide California,San Diego,n,"Contemporary, Contemporary"
245,Commis,MICHELIN Guide California,Oakland,n,Contemporary
246,Sushi | Bar Montecito,MICHELIN Guide California,Santa Barbara,m,"Japanese, Japanese"
247,Maude,MICHELIN Guide California,Beverly Hills,m,"Contemporary, Contemporary"
248,CUT,MICHELIN Guide California,Beverly Hills,m,"Steakhouse, Steakhouse"
249,Nozawa Bar,MICHELIN Guide California,Beverly Hills,m,"Japanese, Japanese"
250,Gucci Osteria da Massimo Bottura,MICHELIN Guide California,Beverly Hills,m,"Italian, Italian"
251,Pasjoli,MICHELIN Guide California,Santa Monica,m,"French, French"
252,Rustic Canyon,MICHELIN Guide California,Santa Monica,m,Californian
253,Mélisse,MICHELIN Guide California,Santa Monica,n,French
254,Aubergine,MICHELIN Guide California,Carmel-by-the-Sea,m,"Contemporary, Contemporary"
255,Madera,MICHELIN Guide California,Menlo Park,m,"Contemporary, Contemporary"
256,Orsa & Winston,MICHELIN Guide California,Los Angeles,m,"Contemporary, Contemporary"
257,Q Sushi,MICHELIN Guide California,Los Angeles,m,"Japanese, Japanese"
258,Osteria Mozza,MICHELIN Guide California,Los Angeles,m,Italian
259,Phenakite,MICHELIN Guide California,Los Angeles,m,"Asian, Asian"
260,Shibumi,MICHELIN Guide California,Los Angeles,m,"Japanese, Japanese"
261,Morihiro,MICHELIN Guide California,Los Angeles,m,"Japanese, Japanese"
262,Kato,MICHELIN Guide California,Los Angeles,m,"Asian, Asian"
263,Hayato,MICHELIN Guide California,Los Angeles,n,"Japanese, Japanese"
264,Mori Sushi,MICHELIN Guide California,Los Angeles,m,"Japanese, Japanese"
265,Le Comptoir,MICHELIN Guide California,Los Angeles,m,"Californian, Californian"
266,n/naka,MICHELIN Guide California,Los Angeles,n,"Japanese, Japanese"
267,Lazy Bear,MICHELIN Guide California,San Francisco,n,"Contemporary, Contemporary"
268,State Bird Provisions,MICHELIN Guide California,San Francisco,m,Californian
269,Birdsong,MICHELIN Guide California,San Francisco,n,"Contemporary, Contemporary"
270,The Progress,MICHELIN Guide California,San Francisco,m,Californian
271,Saison,MICHELIN Guide California,San Francisco,n,"Californian, Californian"
272,Sons & Daughters,MICHELIN Guide California,San Francisco,m,Contemporary
273,Wako,MICHELIN Guide California,San Francisco,m,"Japanese, Japanese"
274,jū-ni,MICHELIN Guide California,San Francisco,m,"Japanese, Japanese"
275,Mister Jiu’s,MICHELIN Guide California,San Francisco,m,"Chinese, Chinese"
276,Al's Place,MICHELIN Guide California,San Francisco,m,"Californian, Californian"
277,Atelier Crenn,MICHELIN Guide California,San Francisco,o,"Contemporary, Contemporary"
278,Campton Place,MICHELIN Guide California,San Francisco,n,"Indian, Indian"
279,Sorrel,MICHELIN Guide California,San Francisco,m,"Italian, Italian"
280,Acquerello,MICHELIN Guide California,San Francisco,n,"Italian, Italian"
281,Omakase,MICHELIN Guide California,San Francisco,m,"Japanese, Japanese"
282,Benu,MICHELIN Guide California,San Francisco,o,"Asian, Asian"
283,Niku Steakhouse,MICHELIN Guide California,San Francisco,m,Steakhouse
284,O' by Claude Le Tohic,MICHELIN Guide California,San Francisco,m,"French, French"
285,Quince,MICHELIN Guide California,San Francisco,o,"Contemporary, Contemporary"
286,Mourad,MICHELIN Guide California,San Francisco,m,"Moroccan, Moroccan"
287,Angler SF,MICHELIN Guide California,San Francisco,m,"Contemporary, Contemporary"
288,Kin Khao,MICHELIN Guide California,San Francisco,m,"Thai, Thai"
289,Coi,MICHELIN Guide California,San Francisco,n,"Contemporary, Contemporary"
290,Gary Danko,MICHELIN Guide California,San Francisco,m,Contemporary
291,SPQR,MICHELIN Guide California,San Francisco,m,"Italian, Italian"
292,Avery,MICHELIN Guide California,San Francisco,m,"Contemporary, Contemporary"
293,Californios,MICHELIN Guide California,San Francisco,n,"Mexican, Mexican"
294,Bar Crenn,MICHELIN Guide California,San Francisco,m,"French, French"
295,The Shota,MICHELIN Guide California,San Francisco,m,"Japanese, Japanese"
296,Spruce,MICHELIN Guide California,San Francisco,m,"Californian, Californian"
297,Marlena,MICHELIN Guide California,San Francisco,m,"Californian, Californian"
298,The Kitchen,MICHELIN Guide California,Sacramento,m,"Contemporary, Contemporary"
299,Taco María,MICHELIN Guide California,Costa Mesa,m,"Mexican, Mexican"
300,Knife Pleat,MICHELIN Guide California,Costa Mesa,m,"Contemporary, Contemporary"
301,Hana re,MICHELIN Guide California,Costa Mesa,m,"Japanese, Japanese"
302,Protégé,MICHELIN Guide California,Palo Alto,m,"Contemporary, Contemporary"
303,Hiša Denk,MICHELIN Guide Slovenia,Zgornja Kungota,m,"Creative, Creative"
304,Vila Podvin,MICHELIN Guide Slovenia,Radovljica,m,Modern Cuisine
305,Hiša Franko,MICHELIN Guide Slovenia,Kobarid,n,"Creative, Creative"
306,Dam,MICHELIN Guide Slovenia,Nova Gorica,m,"Modern Cuisine, Modern Cuisine"
307,Gostilna Pri Lojzetu,MICHELIN Guide Slovenia,Vipava,m,"Modern Cuisine, Modern Cuisine"
308,Gostišče Grič,MICHELIN Guide Slovenia,Horjul,m,Market Cuisine
309,Restavracija Atelje,MICHELIN Guide Slovenia,Ljubljana,m,Creative
310,Lai Heen,MICHELIN Guide Guangzhou,Guangzhou,m,Cantonese
311,BingSheng Mansion,MICHELIN Guide Guangzhou,Guangzhou,m,Cantonese
312,Suyab Courtyard・Pickmoon Gourmet,MICHELIN Guide Guangzhou,Guangzhou,m,Chao Zhou
313,Lei Garden (Yuexiu),MICHELIN Guide Guangzhou,Guangzhou,m,Cantonese
314,Taian Table,MICHELIN Guide Guangzhou,Guangzhou,n,European Contemporary
315,Jade River,MICHELIN Guide Guangzhou,Guangzhou,m,Cantonese
316,Imperial Treasure Fine Chinese Cuisine,MICHELIN Guide Guangzhou,Guangzhou,n,Cantonese
317,BingSheng Private Kitchen,MICHELIN Guide Guangzhou,Guangzhou,m,Cantonese
318,Wisca (Haizhu),MICHELIN Guide Guangzhou,Guangzhou,m,Cantonese
319,Hongtu Hall,MICHELIN Guide Guangzhou,Guangzhou,m,Dim Sum
320,Lingnan House,MICHELIN Guide Guangzhou,Guangzhou,m,Cantonese
321,Song,MICHELIN Guide Guangzhou,Guangzhou,m,Sichuan
322,Yu Yue Heen,MICHELIN Guide Guangzhou,Guangzhou,m,Cantonese
323,Jiang by Chef Fei,MICHELIN Guide Guangzhou,Guangzhou,n,Cantonese
324,Famous Cuisine (Tianhe),MICHELIN Guide Guangzhou,Guangzhou,m,Cantonese
325,Rêver,MICHELIN Guide Guangzhou,Guangzhou,m,French Contemporary
326,Imperial Treasure Fine Teochew Cuisine,MICHELIN Guide Guangzhou,Guangzhou,m,Chao Zhou
327,PM & Vänner,MICHELIN Guide Sweden,Växjö,m,Creative
328,Hotell Borgholm,MICHELIN Guide Sweden,Borgholm,m,Modern Cuisine
329,ÄNG,MICHELIN Guide Sweden,Tvååker,m,"Modern Cuisine, Modern Cuisine"
330,Agrikultur,MICHELIN Guide Sweden,Stockholm,m,Modern Cuisine
331,Sushi Sho,MICHELIN Guide Sweden,Stockholm,m,Japanese
332,Ekstedt,MICHELIN Guide Sweden,Stockholm,m,Modern Cuisine
333,Operakällaren,MICHELIN Guide Sweden,Stockholm,m,Classic Cuisine
334,Aira,MICHELIN Guide Sweden,Stockholm,m,"Modern Cuisine, Modern Cuisine"
335,Oaxen Krog,MICHELIN Guide Sweden,Stockholm,n,"Creative, Creative"
336,Frantzén,MICHELIN Guide Sweden,Stockholm,o,Modern Cuisine
337,Gastrologik,MICHELIN Guide Sweden,Stockholm,n,Creative
338,Etoile,MICHELIN Guide Sweden,Stockholm,m,"Creative, Creative"
339,Aloë,MICHELIN Guide Sweden,Stockholm,n,Creative
340,Vollmers,MICHELIN Guide Sweden,Malmo,n,Creative
341,bhoga,MICHELIN Guide Sweden,Gothenburg,m,Creative
342,28+,MICHELIN Guide Sweden,Gothenburg,m,Modern Cuisine
343,Project,MICHELIN Guide Sweden,Gothenburg,m,Modern Cuisine
344,Koka,MICHELIN Guide Sweden,Gothenburg,m,Modern Cuisine
345,SK Mat & Människor,MICHELIN Guide Sweden,Gothenburg,m,Modern Cuisine
346,Under,MICHELIN Guide Norway,Lindesnes,m,Creative
347,Sabi Omakase,MICHELIN Guide Norway,Stavanger,m,Sushi
348,RE-NAA,MICHELIN Guide Norway,Stavanger,n,Creative
349,FAGN,MICHELIN Guide Norway,Trondheim,m,"Modern Cuisine, Modern Cuisine"
350,Speilsalen,MICHELIN Guide Norway,Trondheim,m,Contemporary
351,Credo,MICHELIN Guide Norway,Trondheim,m,"Creative, Creative"
352,Bare,MICHELIN Guide Norway,Bergen,m,Innovative
353,Kontrast,MICHELIN Guide Norway,Oslo,m,Scandinavian
354,Maaemo,MICHELIN Guide Norway,Oslo,o,"Modern Cuisine, Modern Cuisine"
355,Omakase by Vladimir Pak,MICHELIN Guide Norway,Oslo,m,Sushi
356,Statholdergaarden,MICHELIN Guide Norway,Oslo,m,Classic Cuisine
357,DILL,MICHELIN Guide Iceland,Reykjavík,m,Creative
358,Inari,MICHELIN Guide Finland,Helsinki,m,Creative
359,Olo,MICHELIN Guide Finland,Helsinki,m,Modern Cuisine
360,Palace,MICHELIN Guide Finland,Helsinki,m,Modern Cuisine
361,Grön,MICHELIN Guide Finland,Helsinki,m,Modern Cuisine
362,Ora,MICHELIN Guide Finland,Helsinki,m,Modern Cuisine
363,Demo,MICHELIN Guide Finland,Helsinki,m,Modern Cuisine
364,Finnjävel Salonki,MICHELIN Guide Finland,Helsinki,m,"Finnish, Finnish"
365,Ti Trin Ned,MICHELIN Guide Denmark,Fredericia,m,Modern Cuisine
366,Dragsholm Slot Gourmet,MICHELIN Guide Denmark,Hørve,m,Creative
367,Me|Mu,MICHELIN Guide Denmark,Vejle,m,Modern Cuisine
368,LYST,MICHELIN Guide Denmark,Vejle,m,Creative
369,Kadeau Bornholm,MICHELIN Guide Denmark,Åkirkeby,m,Creative
